student_id,name,class,parent_name,parent_email,attendance_percent,avg_marks,failed_attempts,fee_paid_percent,risk_rule,risk_ml
1526,Student_1526,MECH,Parent_1526,parent1526@mail.com,96,21,1,100,Low Risk,Low Risk
1527,Student_1527,ECE,Parent_1527,parent1527@mail.com,40,26,3,97,Medium Risk,Medium Risk
1528,Student_1528,ECE,Parent_1528,parent1528@mail.com,77,45,0,62,Medium Risk,Medium Risk
1529,Student_1529,ECE,Parent_1529,parent1529@mail.com,77,95,1,86,Low Risk,Low Risk
1530,Student_1530,ECE,Parent_1530,parent1530@mail.com,60,35,0,52,High Risk,High Risk
1531,Student_1531,EEE,Parent_1531,parent1531@mail.com,87,42,2,81,Low Risk,Low Risk
1532,Student_1532,CIVIL,Parent_1532,parent1532@mail.com,68,59,3,84,Medium Risk,Medium Risk
1533,Student_1533,CSE,Parent_1533,parent1533@mail.com,44,79,2,68,High Risk,High Risk
1534,Student_1534,MECH,Parent_1534,parent1534@mail.com,88,92,1,63,Low Risk,Low Risk
1535,Student_1535,EEE,Parent_1535,parent1535@mail.com,49,51,0,97,Low Risk,Low Risk
1536,Student_1536,CSE,Parent_1536,parent1536@mail.com,67,34,1,71,Medium Risk,Medium Risk
1537,Student_1537,EEE,Parent_1537,parent1537@mail.com,60,32,2,66,High Risk,High Risk
1538,Student_1538,EEE,Parent_1538,parent1538@mail.com,89,24,1,53,Medium Risk,Medium Risk
1539,Student_1539,MECH,Parent_1539,parent1539@mail.com,46,94,4,94,Medium Risk,Medium Risk
1540,Student_1540,CIVIL,Parent_1540,parent1540@mail.com,42,93,2,89,Medium Risk,Medium Risk
1541,Student_1541,ECE,Parent_1541,parent1541@mail.com,84,71,1,68,Low Risk,Low Risk
1542,Student_1542,CIVIL,Parent_1542,parent1542@mail.com,86,96,0,86,Low Risk,Low Risk
1543,Student_1543,MECH,Parent_1543,parent1543@mail.com,59,60,1,51,Medium Risk,Medium Risk
1544,Student_1544,MECH,Parent_1544,parent1544@mail.com,58,72,0,64,Medium Risk,Medium Risk
1545,Student_1545,MECH,Parent_1545,parent1545@mail.com,74,69,4,51,High Risk,High Risk
1546,Student_1546,CSE,Parent_1546,parent1546@mail.com,43,34,1,60,High Risk,High Risk
1547,Student_1547,CIVIL,Parent_1547,parent1547@mail.com,44,26,4,94,Medium Risk,Medium Risk
1548,Student_1548,CIVIL,Parent_1548,parent1548@mail.com,40,59,2,72,Medium Risk,Medium Risk
1549,Student_1549,EEE,Parent_1549,parent1549@mail.com,43,47,0,59,High Risk,High Risk
1550,Student_1550,EEE,Parent_1550,parent1550@mail.com,51,51,2,52,High Risk,High Risk
1551,Student_1551,EEE,Parent_1551,parent1551@mail.com,99,34,0,54,Medium Risk,Medium Risk
1552,Student_1552,MECH,Parent_1552,parent1552@mail.com,66,89,4,52,High Risk,High Risk
1553,Student_1553,CIVIL,Parent_1553,parent1553@mail.com,95,84,3,87,Low Risk,Low Risk
1554,Student_1554,MECH,Parent_1554,parent1554@mail.com,81,23,1,62,Medium Risk,Medium Risk
1555,Student_1555,CSE,Parent_1555,parent1555@mail.com,62,30,4,91,Medium Risk,Medium Risk
1556,Student_1556,EEE,Parent_1556,parent1556@mail.com,64,45,0,68,High Risk,High Risk
1557,Student_1557,MECH,Parent_1557,parent1557@mail.com,60,80,0,89,Low Risk,Low Risk
1558,Student_1558,MECH,Parent_1558,parent1558@mail.com,100,56,0,99,Low Risk,Low Risk
1559,Student_1559,CSE,Parent_1559,parent1559@mail.com,97,42,0,84,Low Risk,Low Risk
1560,Student_1560,ECE,Parent_1560,parent1560@mail.com,91,59,1,73,Low Risk,Low Risk
1561,Student_1561,CIVIL,Parent_1561,parent1561@mail.com,63,96,2,73,Medium Risk,Medium Risk
1562,Student_1562,ECE,Parent_1562,parent1562@mail.com,64,42,3,66,High Risk,High Risk
1563,Student_1563,EEE,Parent_1563,parent1563@mail.com,84,35,1,89,Low Risk,Low Risk
1564,Student_1564,MECH,Parent_1564,parent1564@mail.com,94,80,0,59,Low Risk,Low Risk
1565,Student_1565,CSE,Parent_1565,parent1565@mail.com,85,87,1,51,Low Risk,Low Risk
1566,Student_1566,CSE,Parent_1566,parent1566@mail.com,71,99,4,93,Medium Risk,Medium Risk
1567,Student_1567,CIVIL,Parent_1567,parent1567@mail.com,94,50,0,72,Low Risk,Low Risk
1568,Student_1568,ECE,Parent_1568,parent1568@mail.com,71,72,3,55,High Risk,High Risk
1569,Student_1569,CIVIL,Parent_1569,parent1569@mail.com,44,44,0,51,High Risk,High Risk
1570,Student_1570,MECH,Parent_1570,parent1570@mail.com,75,63,3,70,Low Risk,Low Risk
1571,Student_1571,CIVIL,Parent_1571,parent1571@mail.com,85,31,3,84,Low Risk,Low Risk
1572,Student_1572,CSE,Parent_1572,parent1572@mail.com,81,28,2,98,Low Risk,Low Risk
1573,Student_1573,CSE,Parent_1573,parent1573@mail.com,88,31,2,78,Low Risk,Low Risk
1574,Student_1574,EEE,Parent_1574,parent1574@mail.com,81,88,1,56,Low Risk,Low Risk
1575,Student_1575,EEE,Parent_1575,parent1575@mail.com,97,73,1,78,Low Risk,Low Risk
1576,Student_1576,MECH,Parent_1576,parent1576@mail.com,78,73,3,86,Low Risk,Low Risk
1577,Student_1577,ECE,Parent_1577,parent1577@mail.com,55,47,0,72,Medium Risk,Medium Risk
1578,Student_1578,CIVIL,Parent_1578,parent1578@mail.com,72,75,4,82,Medium Risk,Medium Risk
1579,Student_1579,MECH,Parent_1579,parent1579@mail.com,88,88,4,57,Medium Risk,Medium Risk
1580,Student_1580,EEE,Parent_1580,parent1580@mail.com,60,96,0,61,Medium Risk,Medium Risk
1581,Student_1581,CIVIL,Parent_1581,parent1581@mail.com,100,77,0,95,Low Risk,Low Risk
1582,Student_1582,EEE,Parent_1582,parent1582@mail.com,48,97,2,97,Medium Risk,Medium Risk
1583,Student_1583,CIVIL,Parent_1583,parent1583@mail.com,45,94,4,59,High Risk,High Risk
1584,Student_1584,ECE,Parent_1584,parent1584@mail.com,90,61,3,64,Medium Risk,Medium Risk
1585,Student_1585,MECH,Parent_1585,parent1585@mail.com,84,57,1,73,Low Risk,Low Risk
1586,Student_1586,CIVIL,Parent_1586,parent1586@mail.com,74,87,2,75,Medium Risk,Medium Risk
1587,Student_1587,CSE,Parent_1587,parent1587@mail.com,78,72,4,96,Low Risk,Low Risk
1588,Student_1588,CSE,Parent_1588,parent1588@mail.com,61,52,0,91,Low Risk,Low Risk
1589,Student_1589,CIVIL,Parent_1589,parent1589@mail.com,80,90,4,88,Low Risk,Low Risk
1590,Student_1590,CIVIL,Parent_1590,parent1590@mail.com,93,75,3,52,Medium Risk,Medium Risk
1591,Student_1591,CIVIL,Parent_1591,parent1591@mail.com,44,91,2,51,High Risk,High Risk
1592,Student_1592,CSE,Parent_1592,parent1592@mail.com,81,70,0,55,Low Risk,Low Risk
1593,Student_1593,CSE,Parent_1593,parent1593@mail.com,62,93,3,70,Medium Risk,Medium Risk
1594,Student_1594,CIVIL,Parent_1594,parent1594@mail.com,56,62,1,58,Medium Risk,Medium Risk
1595,Student_1595,EEE,Parent_1595,parent1595@mail.com,51,34,2,59,High Risk,High Risk
1596,Student_1596,EEE,Parent_1596,parent1596@mail.com,62,57,3,85,Medium Risk,Medium Risk
1597,Student_1597,ECE,Parent_1597,parent1597@mail.com,55,34,3,52,High Risk,High Risk
1598,Student_1598,MECH,Parent_1598,parent1598@mail.com,42,24,0,90,Medium Risk,Medium Risk
1599,Student_1599,EEE,Parent_1599,parent1599@mail.com,69,73,1,73,Low Risk,Low Risk
1600,Student_1600,CSE,Parent_1600,parent1600@mail.com,96,70,3,71,Low Risk,Low Risk
1601,Student_1601,EEE,Parent_1601,parent1601@mail.com,61,29,2,98,Medium Risk,Medium Risk
1602,Student_1602,ECE,Parent_1602,parent1602@mail.com,48,31,3,63,High Risk,High Risk
1603,Student_1603,ECE,Parent_1603,parent1603@mail.com,68,23,4,91,Medium Risk,Medium Risk
1604,Student_1604,MECH,Parent_1604,parent1604@mail.com,86,37,2,94,Low Risk,Low Risk
1605,Student_1605,EEE,Parent_1605,parent1605@mail.com,76,99,2,93,Low Risk,Low Risk
1606,Student_1606,CSE,Parent_1606,parent1606@mail.com,62,55,3,76,Medium Risk,Medium Risk
1607,Student_1607,CSE,Parent_1607,parent1607@mail.com,52,44,0,82,Medium Risk,Medium Risk
1608,Student_1608,CIVIL,Parent_1608,parent1608@mail.com,71,95,2,71,Medium Risk,Medium Risk
1609,Student_1609,CSE,Parent_1609,parent1609@mail.com,85,55,4,78,Low Risk,Low Risk
1610,Student_1610,MECH,Parent_1610,parent1610@mail.com,91,86,0,68,Low Risk,Low Risk
1611,Student_1611,MECH,Parent_1611,parent1611@mail.com,86,28,0,68,Medium Risk,Medium Risk
1612,Student_1612,CSE,Parent_1612,parent1612@mail.com,87,80,0,55,Low Risk,Low Risk
1613,Student_1613,CSE,Parent_1613,parent1613@mail.com,62,72,2,94,Medium Risk,Medium Risk
1614,Student_1614,CIVIL,Parent_1614,parent1614@mail.com,84,37,0,68,Medium Risk,Medium Risk
1615,Student_1615,CSE,Parent_1615,parent1615@mail.com,56,62,3,62,High Risk,High Risk
1616,Student_1616,CIVIL,Parent_1616,parent1616@mail.com,94,54,0,75,Low Risk,Low Risk
1617,Student_1617,CIVIL,Parent_1617,parent1617@mail.com,79,82,4,71,Low Risk,Low Risk
1618,Student_1618,CSE,Parent_1618,parent1618@mail.com,60,97,1,70,Low Risk,Low Risk
1619,Student_1619,ECE,Parent_1619,parent1619@mail.com,41,23,4,85,Medium Risk,Medium Risk
1620,Student_1620,ECE,Parent_1620,parent1620@mail.com,76,60,2,51,Medium Risk,Medium Risk
1621,Student_1621,CIVIL,Parent_1621,parent1621@mail.com,45,64,0,96,Low Risk,Low Risk
1622,Student_1622,CSE,Parent_1622,parent1622@mail.com,83,69,0,93,Low Risk,Low Risk
1623,Student_1623,ECE,Parent_1623,parent1623@mail.com,57,98,3,79,Medium Risk,Medium Risk
1624,Student_1624,CSE,Parent_1624,parent1624@mail.com,69,47,0,76,Medium Risk,Medium Risk
1625,Student_1625,CSE,Parent_1625,parent1625@mail.com,61,61,4,56,High Risk,High Risk
1626,Student_1626,CSE,Parent_1626,parent1626@mail.com,93,99,2,69,Medium Risk,Medium Risk
1627,Student_1627,EEE,Parent_1627,parent1627@mail.com,72,95,1,99,Low Risk,Low Risk
1628,Student_1628,CSE,Parent_1628,parent1628@mail.com,69,88,0,80,Low Risk,Low Risk
1629,Student_1629,EEE,Parent_1629,parent1629@mail.com,56,20,1,72,Medium Risk,Medium Risk
1630,Student_1630,CIVIL,Parent_1630,parent1630@mail.com,82,58,0,62,Low Risk,Low Risk
1631,Student_1631,ECE,Parent_1631,parent1631@mail.com,71,36,2,66,High Risk,High Risk
1632,Student_1632,ECE,Parent_1632,parent1632@mail.com,81,54,4,53,Medium Risk,Medium Risk
1633,Student_1633,ECE,Parent_1633,parent1633@mail.com,90,65,2,63,Medium Risk,Medium Risk
1634,Student_1634,ECE,Parent_1634,parent1634@mail.com,53,61,1,69,Medium Risk,Medium Risk
1635,Student_1635,ECE,Parent_1635,parent1635@mail.com,97,58,0,62,Low Risk,Low Risk
1636,Student_1636,ECE,Parent_1636,parent1636@mail.com,49,68,1,52,Medium Risk,Medium Risk
1637,Student_1637,ECE,Parent_1637,parent1637@mail.com,86,81,4,75,Low Risk,Low Risk
1638,Student_1638,CIVIL,Parent_1638,parent1638@mail.com,99,57,2,75,Low Risk,Low Risk
1639,Student_1639,CSE,Parent_1639,parent1639@mail.com,90,42,1,67,Medium Risk,Medium Risk
1640,Student_1640,MECH,Parent_1640,parent1640@mail.com,75,41,1,81,Low Risk,Low Risk
1641,Student_1641,EEE,Parent_1641,parent1641@mail.com,73,23,4,63,High Risk,High Risk
1642,Student_1642,MECH,Parent_1642,parent1642@mail.com,48,68,0,96,Low Risk,Low Risk
1643,Student_1643,MECH,Parent_1643,parent1643@mail.com,81,78,1,52,Low Risk,Low Risk
1644,Student_1644,CSE,Parent_1644,parent1644@mail.com,67,92,4,50,High Risk,High Risk
1645,Student_1645,CSE,Parent_1645,parent1645@mail.com,50,87,0,75,Low Risk,Low Risk
1646,Student_1646,CSE,Parent_1646,parent1646@mail.com,53,90,0,73,Low Risk,Low Risk
1647,Student_1647,ECE,Parent_1647,parent1647@mail.com,78,21,2,98,Low Risk,Low Risk
1648,Student_1648,CIVIL,Parent_1648,parent1648@mail.com,94,68,4,84,Low Risk,Low Risk
1649,Student_1649,ECE,Parent_1649,parent1649@mail.com,86,50,0,63,Low Risk,Low Risk
1650,Student_1650,CIVIL,Parent_1650,parent1650@mail.com,93,59,2,52,Medium Risk,Medium Risk
1651,Student_1651,CIVIL,Parent_1651,parent1651@mail.com,58,67,3,62,High Risk,High Risk
1652,Student_1652,MECH,Parent_1652,parent1652@mail.com,93,70,4,96,Low Risk,Low Risk
1653,Student_1653,MECH,Parent_1653,parent1653@mail.com,54,62,3,99,Medium Risk,Medium Risk
1654,Student_1654,CIVIL,Parent_1654,parent1654@mail.com,67,74,0,63,Medium Risk,Medium Risk
1655,Student_1655,CIVIL,Parent_1655,parent1655@mail.com,63,68,4,70,Medium Risk,Medium Risk
1656,Student_1656,ECE,Parent_1656,parent1656@mail.com,47,99,2,75,Medium Risk,Medium Risk
1657,Student_1657,ECE,Parent_1657,parent1657@mail.com,82,76,0,52,Low Risk,Low Risk
1658,Student_1658,MECH,Parent_1658,parent1658@mail.com,100,96,4,100,Low Risk,Low Risk
1659,Student_1659,CSE,Parent_1659,parent1659@mail.com,48,34,4,89,Medium Risk,Medium Risk
1660,Student_1660,CIVIL,Parent_1660,parent1660@mail.com,86,46,3,53,Medium Risk,Medium Risk
1661,Student_1661,ECE,Parent_1661,parent1661@mail.com,72,87,0,85,Low Risk,Low Risk
1662,Student_1662,MECH,Parent_1662,parent1662@mail.com,72,99,2,100,Medium Risk,Medium Risk
1663,Student_1663,ECE,Parent_1663,parent1663@mail.com,58,83,2,92,Medium Risk,Medium Risk
1664,Student_1664,CIVIL,Parent_1664,parent1664@mail.com,42,49,0,50,High Risk,High Risk
1665,Student_1665,CIVIL,Parent_1665,parent1665@mail.com,49,55,0,89,Low Risk,Low Risk
1666,Student_1666,EEE,Parent_1666,parent1666@mail.com,79,86,1,96,Low Risk,Low Risk
1667,Student_1667,CSE,Parent_1667,parent1667@mail.com,86,68,3,82,Low Risk,Low Risk
1668,Student_1668,EEE,Parent_1668,parent1668@mail.com,81,95,0,56,Low Risk,Low Risk
1669,Student_1669,MECH,Parent_1669,parent1669@mail.com,40,74,0,60,Medium Risk,Medium Risk
1670,Student_1670,ECE,Parent_1670,parent1670@mail.com,68,75,1,76,Low Risk,Low Risk
1671,Student_1671,MECH,Parent_1671,parent1671@mail.com,89,87,1,63,Low Risk,Low Risk
1672,Student_1672,CIVIL,Parent_1672,parent1672@mail.com,73,63,4,71,Medium Risk,Medium Risk
1673,Student_1673,EEE,Parent_1673,parent1673@mail.com,90,50,2,65,Medium Risk,Medium Risk
1674,Student_1674,EEE,Parent_1674,parent1674@mail.com,52,77,3,95,Medium Risk,Medium Risk
1675,Student_1675,EEE,Parent_1675,parent1675@mail.com,93,72,4,61,Medium Risk,Medium Risk
1676,Student_1676,MECH,Parent_1676,parent1676@mail.com,40,98,0,98,Low Risk,Low Risk
1677,Student_1677,CIVIL,Parent_1677,parent1677@mail.com,73,42,1,95,Medium Risk,Medium Risk
1678,Student_1678,ECE,Parent_1678,parent1678@mail.com,68,47,2,59,High Risk,High Risk
1679,Student_1679,ECE,Parent_1679,parent1679@mail.com,87,35,4,73,Low Risk,Low Risk
1680,Student_1680,MECH,Parent_1680,parent1680@mail.com,86,56,2,95,Low Risk,Low Risk
1681,Student_1681,EEE,Parent_1681,parent1681@mail.com,52,40,1,67,High Risk,High Risk
1682,Student_1682,CSE,Parent_1682,parent1682@mail.com,87,98,4,71,Low Risk,Low Risk
1683,Student_1683,MECH,Parent_1683,parent1683@mail.com,88,36,4,58,Medium Risk,Medium Risk
1684,Student_1684,MECH,Parent_1684,parent1684@mail.com,92,56,2,66,Medium Risk,Medium Risk
1685,Student_1685,CIVIL,Parent_1685,parent1685@mail.com,100,96,1,87,Low Risk,Low Risk
1686,Student_1686,ECE,Parent_1686,parent1686@mail.com,68,38,0,89,Medium Risk,Medium Risk
1687,Student_1687,MECH,Parent_1687,parent1687@mail.com,78,49,4,62,Medium Risk,Medium Risk
1688,Student_1688,MECH,Parent_1688,parent1688@mail.com,63,64,0,99,Low Risk,Low Risk
1689,Student_1689,EEE,Parent_1689,parent1689@mail.com,65,37,1,86,Medium Risk,Medium Risk
1690,Student_1690,EEE,Parent_1690,parent1690@mail.com,56,97,4,55,High Risk,High Risk
1691,Student_1691,CSE,Parent_1691,parent1691@mail.com,46,81,4,70,Medium Risk,Medium Risk
1692,Student_1692,CIVIL,Parent_1692,parent1692@mail.com,52,55,0,100,Low Risk,Low Risk
1693,Student_1693,CSE,Parent_1693,parent1693@mail.com,44,71,3,85,Medium Risk,Medium Risk
1694,Student_1694,EEE,Parent_1694,parent1694@mail.com,65,38,0,56,High Risk,High Risk
1695,Student_1695,ECE,Parent_1695,parent1695@mail.com,88,63,0,85,Low Risk,Low Risk
1696,Student_1696,EEE,Parent_1696,parent1696@mail.com,42,26,3,74,Medium Risk,Medium Risk
1697,Student_1697,CIVIL,Parent_1697,parent1697@mail.com,46,63,1,60,Medium Risk,Medium Risk
1698,Student_1698,EEE,Parent_1698,parent1698@mail.com,97,87,1,93,Low Risk,Low Risk
1699,Student_1699,CIVIL,Parent_1699,parent1699@mail.com,88,53,4,63,Medium Risk,Medium Risk
1700,Student_1700,CIVIL,Parent_1700,parent1700@mail.com,78,85,2,94,Low Risk,Low Risk
1701,Student_1701,CIVIL,Parent_1701,parent1701@mail.com,92,88,2,78,Low Risk,Low Risk
1702,Student_1702,CIVIL,Parent_1702,parent1702@mail.com,40,74,4,59,High Risk,High Risk
1703,Student_1703,CIVIL,Parent_1703,parent1703@mail.com,88,29,2,99,Low Risk,Low Risk
1704,Student_1704,ECE,Parent_1704,parent1704@mail.com,56,61,0,97,Low Risk,Low Risk
1705,Student_1705,CSE,Parent_1705,parent1705@mail.com,82,60,0,54,Low Risk,Low Risk
1706,Student_1706,MECH,Parent_1706,parent1706@mail.com,64,96,3,57,High Risk,High Risk
1707,Student_1707,CSE,Parent_1707,parent1707@mail.com,98,88,3,95,Low Risk,Low Risk
1708,Student_1708,CIVIL,Parent_1708,parent1708@mail.com,100,29,4,54,Medium Risk,Medium Risk
1709,Student_1709,ECE,Parent_1709,parent1709@mail.com,42,29,4,73,Medium Risk,Medium Risk
1710,Student_1710,EEE,Parent_1710,parent1710@mail.com,54,79,4,89,Medium Risk,Medium Risk
1711,Student_1711,ECE,Parent_1711,parent1711@mail.com,68,70,0,75,Low Risk,Low Risk
1712,Student_1712,CIVIL,Parent_1712,parent1712@mail.com,92,40,2,55,Medium Risk,Medium Risk
1713,Student_1713,ECE,Parent_1713,parent1713@mail.com,82,27,4,65,Medium Risk,Medium Risk
1714,Student_1714,ECE,Parent_1714,parent1714@mail.com,71,84,4,85,Medium Risk,Medium Risk
1715,Student_1715,CIVIL,Parent_1715,parent1715@mail.com,65,97,0,61,Medium Risk,Medium Risk
1716,Student_1716,ECE,Parent_1716,parent1716@mail.com,99,49,0,60,Medium Risk,Medium Risk
1717,Student_1717,MECH,Parent_1717,parent1717@mail.com,55,68,0,52,Medium Risk,Medium Risk
1718,Student_1718,MECH,Parent_1718,parent1718@mail.com,64,28,2,93,Medium Risk,Medium Risk
1719,Student_1719,ECE,Parent_1719,parent1719@mail.com,93,36,4,86,Low Risk,Low Risk
1720,Student_1720,EEE,Parent_1720,parent1720@mail.com,67,88,1,55,Medium Risk,Medium Risk
1721,Student_1721,CIVIL,Parent_1721,parent1721@mail.com,48,77,1,68,Medium Risk,Medium Risk
1722,Student_1722,MECH,Parent_1722,parent1722@mail.com,95,76,4,67,Medium Risk,Medium Risk
1723,Student_1723,EEE,Parent_1723,parent1723@mail.com,95,81,4,65,Medium Risk,Medium Risk
1724,Student_1724,ECE,Parent_1724,parent1724@mail.com,40,71,4,72,Medium Risk,Medium Risk
1725,Student_1725,EEE,Parent_1725,parent1725@mail.com,68,80,4,92,Medium Risk,Medium Risk
1726,Student_1726,CSE,Parent_1726,parent1726@mail.com,96,59,2,86,Low Risk,Low Risk
1727,Student_1727,MECH,Parent_1727,parent1727@mail.com,61,57,1,58,Medium Risk,Medium Risk
1728,Student_1728,ECE,Parent_1728,parent1728@mail.com,55,62,3,52,High Risk,High Risk
1729,Student_1729,CIVIL,Parent_1729,parent1729@mail.com,80,82,1,57,Low Risk,Low Risk
1730,Student_1730,ECE,Parent_1730,parent1730@mail.com,90,38,1,87,Low Risk,Low Risk
1731,Student_1731,CIVIL,Parent_1731,parent1731@mail.com,83,69,0,53,Low Risk,Low Risk
1732,Student_1732,ECE,Parent_1732,parent1732@mail.com,90,52,4,61,Medium Risk,Medium Risk
1733,Student_1733,EEE,Parent_1733,parent1733@mail.com,93,32,4,93,Low Risk,Low Risk
1734,Student_1734,EEE,Parent_1734,parent1734@mail.com,80,97,4,80,Low Risk,Low Risk
1735,Student_1735,EEE,Parent_1735,parent1735@mail.com,46,81,0,74,Low Risk,Low Risk
1736,Student_1736,CSE,Parent_1736,parent1736@mail.com,53,62,2,65,High Risk,High Risk
1737,Student_1737,CIVIL,Parent_1737,parent1737@mail.com,68,68,2,91,Medium Risk,Medium Risk
1738,Student_1738,EEE,Parent_1738,parent1738@mail.com,58,55,3,63,High Risk,High Risk
1739,Student_1739,CSE,Parent_1739,parent1739@mail.com,58,29,2,62,High Risk,High Risk
1740,Student_1740,CIVIL,Parent_1740,parent1740@mail.com,41,25,2,90,Medium Risk,Medium Risk
1741,Student_1741,ECE,Parent_1741,parent1741@mail.com,80,76,4,56,Medium Risk,Medium Risk
1742,Student_1742,CSE,Parent_1742,parent1742@mail.com,84,20,1,61,Medium Risk,Medium Risk
1743,Student_1743,MECH,Parent_1743,parent1743@mail.com,54,90,2,86,Medium Risk,Medium Risk
1744,Student_1744,CSE,Parent_1744,parent1744@mail.com,42,77,2,99,Medium Risk,Medium Risk
1745,Student_1745,CSE,Parent_1745,parent1745@mail.com,50,40,0,53,High Risk,High Risk
1746,Student_1746,CIVIL,Parent_1746,parent1746@mail.com,92,99,3,51,Medium Risk,Medium Risk
1747,Student_1747,ECE,Parent_1747,parent1747@mail.com,85,75,0,84,Low Risk,Low Risk
1748,Student_1748,MECH,Parent_1748,parent1748@mail.com,69,39,4,93,Medium Risk,Medium Risk
1749,Student_1749,EEE,Parent_1749,parent1749@mail.com,96,73,1,52,Low Risk,Low Risk
1750,Student_1750,EEE,Parent_1750,parent1750@mail.com,79,44,3,53,Medium Risk,Medium Risk
1751,Student_1751,CSE,Parent_1751,parent1751@mail.com,57,47,0,87,Medium Risk,Medium Risk
1752,Student_1752,CIVIL,Parent_1752,parent1752@mail.com,90,24,2,61,Medium Risk,Medium Risk
1753,Student_1753,CIVIL,Parent_1753,parent1753@mail.com,87,40,2,68,Medium Risk,Medium Risk
1754,Student_1754,EEE,Parent_1754,parent1754@mail.com,41,37,3,59,High Risk,High Risk
1755,Student_1755,MECH,Parent_1755,parent1755@mail.com,71,66,2,50,High Risk,High Risk
1756,Student_1756,ECE,Parent_1756,parent1756@mail.com,47,89,0,66,Medium Risk,Medium Risk
1757,Student_1757,MECH,Parent_1757,parent1757@mail.com,61,76,0,65,Medium Risk,Medium Risk
1758,Student_1758,ECE,Parent_1758,parent1758@mail.com,45,38,2,58,High Risk,High Risk
1759,Student_1759,EEE,Parent_1759,parent1759@mail.com,51,84,2,58,High Risk,High Risk
1760,Student_1760,ECE,Parent_1760,parent1760@mail.com,86,22,4,58,Medium Risk,Medium Risk
1761,Student_1761,CIVIL,Parent_1761,parent1761@mail.com,96,61,1,61,Low Risk,Low Risk
1762,Student_1762,CSE,Parent_1762,parent1762@mail.com,79,40,3,90,Low Risk,Low Risk
1763,Student_1763,CSE,Parent_1763,parent1763@mail.com,75,59,0,64,Low Risk,Low Risk
1764,Student_1764,EEE,Parent_1764,parent1764@mail.com,54,86,3,51,High Risk,High Risk
1765,Student_1765,CIVIL,Parent_1765,parent1765@mail.com,67,44,4,60,High Risk,High Risk
1766,Student_1766,MECH,Parent_1766,parent1766@mail.com,91,74,0,60,Low Risk,Low Risk
1767,Student_1767,CIVIL,Parent_1767,parent1767@mail.com,96,71,4,57,Medium Risk,Medium Risk
1768,Student_1768,CSE,Parent_1768,parent1768@mail.com,88,63,4,81,Low Risk,Low Risk
1769,Student_1769,CSE,Parent_1769,parent1769@mail.com,84,75,2,55,Medium Risk,Medium Risk
1770,Student_1770,CIVIL,Parent_1770,parent1770@mail.com,57,74,3,69,High Risk,High Risk
1771,Student_1771,CIVIL,Parent_1771,parent1771@mail.com,41,89,3,88,Medium Risk,Medium Risk
1772,Student_1772,CSE,Parent_1772,parent1772@mail.com,52,96,2,84,Medium Risk,Medium Risk
1773,Student_1773,MECH,Parent_1773,parent1773@mail.com,84,92,3,57,Medium Risk,Medium Risk
1774,Student_1774,EEE,Parent_1774,parent1774@mail.com,93,100,2,99,Low Risk,Low Risk
1775,Student_1775,EEE,Parent_1775,parent1775@mail.com,54,85,0,98,Low Risk,Low Risk
1776,Student_1776,CIVIL,Parent_1776,parent1776@mail.com,59,38,4,92,Medium Risk,Medium Risk
1777,Student_1777,EEE,Parent_1777,parent1777@mail.com,68,26,4,83,Medium Risk,Medium Risk
1778,Student_1778,CSE,Parent_1778,parent1778@mail.com,98,82,3,68,Medium Risk,Medium Risk
1779,Student_1779,CSE,Parent_1779,parent1779@mail.com,81,61,1,56,Low Risk,Low Risk
1780,Student_1780,CIVIL,Parent_1780,parent1780@mail.com,68,61,4,80,Medium Risk,Medium Risk
1781,Student_1781,CIVIL,Parent_1781,parent1781@mail.com,42,78,2,67,High Risk,High Risk
1782,Student_1782,CIVIL,Parent_1782,parent1782@mail.com,58,39,1,89,Medium Risk,Medium Risk
1783,Student_1783,MECH,Parent_1783,parent1783@mail.com,42,92,1,63,Medium Risk,Medium Risk
1784,Student_1784,EEE,Parent_1784,parent1784@mail.com,93,36,4,88,Low Risk,Low Risk
1785,Student_1785,CIVIL,Parent_1785,parent1785@mail.com,53,46,4,85,Medium Risk,Medium Risk
1786,Student_1786,ECE,Parent_1786,parent1786@mail.com,79,66,4,66,Medium Risk,Medium Risk
1787,Student_1787,ECE,Parent_1787,parent1787@mail.com,98,21,2,86,Low Risk,Low Risk
1788,Student_1788,CSE,Parent_1788,parent1788@mail.com,94,82,1,93,Low Risk,Low Risk
1789,Student_1789,EEE,Parent_1789,parent1789@mail.com,43,81,3,58,High Risk,High Risk
1790,Student_1790,CIVIL,Parent_1790,parent1790@mail.com,98,38,2,69,Medium Risk,Medium Risk
1791,Student_1791,ECE,Parent_1791,parent1791@mail.com,99,36,0,94,Low Risk,Low Risk
1792,Student_1792,EEE,Parent_1792,parent1792@mail.com,91,88,4,77,Low Risk,Low Risk
1793,Student_1793,CSE,Parent_1793,parent1793@mail.com,50,58,1,99,Low Risk,Low Risk
1794,Student_1794,MECH,Parent_1794,parent1794@mail.com,97,90,2,69,Medium Risk,Medium Risk
1795,Student_1795,EEE,Parent_1795,parent1795@mail.com,70,100,0,90,Low Risk,Low Risk
1796,Student_1796,EEE,Parent_1796,parent1796@mail.com,82,58,2,85,Low Risk,Low Risk
1797,Student_1797,MECH,Parent_1797,parent1797@mail.com,71,55,2,76,Medium Risk,Medium Risk
1798,Student_1798,EEE,Parent_1798,parent1798@mail.com,66,59,3,57,High Risk,High Risk
